TahunBulan,Tahun,Bulan,NamaBulan,SKU,Produk,Kategori,Rasa,Ukuran,Packing,Lokasi,Demand,DemandValue,Capacity,Harga,Scenario,Growth,ScenarioDemand,ScenarioValue,Utilization,CapacityGap,RevenueImpact
2024-10-01,2024,10,October,SKU10,Product B,Food,Chocolate,Large,Box,Bandung,731,5482500,5000,7500,-10%,-0.1,657.9,4934250,0.13158,4342.1,-548250
2024-10-01,2024,10,October,SKU10,Product B,Food,Chocolate,Large,Box,Bandung,731,5482500,5000,7500,-20%,-0.2,584.8000000000001,4386000.000000001,0.11696000000000001,4415.2,-1096499.999999999
2024-10-01,2024,10,October,SKU10,Product B,Food,Chocolate,Large,Box,Bandung,731,5482500,5000,7500,-30%,-0.3,511.7,3837750,0.10234,4488.3,-1644750
2024-10-01,2024,10,October,SKU10,Product B,Food,Chocolate,Large,Box,Bandung,731,5482500,5000,7500,Base,0,731,5482500,0.1462,4269,0
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,+10%,0.1,5410.9000000000005,81163500.00000001,0.9018166666666667,589.0999999999995,7378500.000000015
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,+20%,0.2,5902.8,88542000,0.9838,97.19999999999982,14757000
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,+30%,0.3,6394.7,95920500,1.0657833333333333,-394.6999999999998,22135500
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,-10%,-0.1,4427.1,66406500.00000001,0.73785,1572.8999999999996,-7378499.999999993
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,-20%,-0.2,3935.2000000000003,59028000.00000001,0.6558666666666667,2064.7999999999997,-14756999.999999993
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,-30%,-0.3,3443.2999999999997,51649499.99999999,0.5738833333333333,2556.7000000000003,-22135500.000000007
2024-10-01,2024,10,October,SKU11,Product B,Food,Chocolate,Small,Box,Bandung,4919,73785000,6000,15000,Base,0,4919,73785000,0.8198333333333333,1081,0
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,+10%,0.1,1729.2,25938000,0.4323,2270.8,2358000
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,+20%,0.2,1886.3999999999999,28295999.999999996,0.47159999999999996,2113.6000000000004,4715999.999999996
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,+30%,0.3,2043.6000000000001,30654000.000000004,0.5109,1956.3999999999999,7074000.000000004
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,-10%,-0.1,1414.8,21222000,0.3537,2585.2,-2358000
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,-20%,-0.2,1257.6000000000001,18864000.000000004,0.3144,2742.3999999999996,-4715999.999999996
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,-30%,-0.3,1100.3999999999999,16505999.999999998,0.27509999999999996,2899.6000000000004,-7074000.000000002
2024-10-01,2024,10,October,SKU12,Product B,Food,Vanilla,Medium,Box,Jakarta,1572,23580000,4000,15000,Base,0,1572,23580000,0.393,2428,0
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,+10%,0.1,3570.6000000000004,35706000,0.89265,429.39999999999964,3246000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,+20%,0.2,3895.2,38952000,0.9738,104.80000000000018,6492000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,+30%,0.3,4219.8,42198000,1.05495,-219.80000000000018,9738000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,-10%,-0.1,2921.4,29214000,0.73035,1078.6,-3246000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,-20%,-0.2,2596.8,25968000,0.6492,1403.1999999999998,-6492000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,-30%,-0.3,2272.2,22722000,0.5680499999999999,1727.8000000000002,-9738000
2024-11-01,2024,11,November,SKU01,Product C,Drink,Original,Medium,Box,Bandung,3246,32460000,4000,10000,Base,0,3246,32460000,0.8115,754,0
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,+10%,0.1,3733.4,28000500,0.93335,266.5999999999999,2545500
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,+20%,0.2,4072.7999999999997,30545999.999999996,1.0182,-72.79999999999973,5090999.999999996
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,+30%,0.3,4412.2,33091500,1.1030499999999999,-412.1999999999998,7636500
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,-10%,-0.1,3054.6,22909500,0.7636499999999999,945.4000000000001,-2545500
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,-20%,-0.2,2715.2000000000003,20364000.000000004,0.6788000000000001,1284.7999999999997,-5090999.999999996
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,-30%,-0.3,2375.7999999999997,17818499.999999996,0.59395,1624.2000000000003,-7636500.000000004
2024-11-01,2024,11,November,SKU02,Product C,Drink,Chocolate,Medium,Bottle,Bandung,3394,25455000,4000,7500,Base,0,3394,25455000,0.8485,606,0
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,+10%,0.1,3722.4,27918000,0.9306,277.5999999999999,2538000
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,+20%,0.2,4060.7999999999997,30455999.999999996,1.0151999999999999,-60.79999999999973,5075999.999999996
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,+30%,0.3,4399.2,32994000,1.0997999999999999,-399.1999999999998,7614000
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,-10%,-0.1,3045.6,22842000,0.7614,954.4000000000001,-2538000
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,-20%,-0.2,2707.2000000000003,20304000.000000004,0.6768000000000001,1292.7999999999997,-5075999.999999996
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,-30%,-0.3,2368.7999999999997,17765999.999999996,0.5922,1631.2000000000003,-7614000.000000004
2024-11-01,2024,11,November,SKU03,Product C,Drink,Vanilla,Large,Box,Bandung,3384,25380000,4000,7500,Base,0,3384,25380000,0.846,616,0
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,+10%,0.1,750.2,3751000,0.15004,4249.8,341000
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,+20%,0.2,818.4,4092000,0.16368,4181.6,682000
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,+30%,0.3,886.6,4433000,0.17732,4113.4,1023000
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,-10%,-0.1,613.8000000000001,3069000.0000000005,0.12276000000000001,4386.2,-340999.99999999953
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,-20%,-0.2,545.6,2728000,0.10912000000000001,4454.4,-682000
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,-30%,-0.3,477.4,2387000,0.09548,4522.6,-1023000
2024-11-01,2024,11,November,SKU04,Product C,Drink,Vanilla,Small,Bottle,Bandung,682,3410000,5000,5000,Base,0,682,3410000,0.1364,4318,0
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,+10%,0.1,6628.6,33143000,1.32572,-1628.6000000000004,3013000
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,+20%,0.2,7231.2,36156000,1.44624,-2231.2,6026000
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,+30%,0.3,7833.8,39169000,1.56676,-2833.8,9039000
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,-10%,-0.1,5423.4000000000005,27117000.000000004,1.08468,-423.40000000000055,-3012999.9999999963
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,-20%,-0.2,4820.8,24104000,0.96416,179.19999999999982,-6026000
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,-30%,-0.3,4218.2,21091000,0.84364,781.8000000000002,-9039000
2024-11-01,2024,11,November,SKU05,Product C,Drink,Chocolate,Small,Box,Jakarta,6026,30130000,5000,5000,Base,0,6026,30130000,1.2052,-1026,0
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,+10%,0.1,1701.7,12762750,0.425425,2298.3,1160250
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,+20%,0.2,1856.3999999999999,13922999.999999998,0.46409999999999996,2143.6000000000004,2320499.999999998
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,+30%,0.3,2011.1000000000001,15083250.000000002,0.5027750000000001,1988.8999999999999,3480750.000000002
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,-10%,-0.1,1392.3,10442250,0.34807499999999997,2607.7,-1160250
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,-20%,-0.2,1237.6000000000001,9282000.000000002,0.3094,2762.3999999999996,-2320499.999999998
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,-30%,-0.3,1082.8999999999999,8121749.999999999,0.270725,2917.1000000000004,-3480750.000000001
2024-11-01,2024,11,November,SKU06,Product C,Drink,Original,Medium,Box,Bandung,1547,11602500,4000,7500,Base,0,1547,11602500,0.38675,2453,0
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,+10%,0.1,5625.4000000000005,56254000.00000001,1.4063500000000002,-1625.4000000000005,5114000.000000007
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,+20%,0.2,6136.8,61368000,1.5342,-2136.8,10228000
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,+30%,0.3,6648.2,66482000,1.66205,-2648.2,15342000
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,-10%,-0.1,4602.6,46026000,1.1506500000000002,-602.6000000000004,-5114000
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,-20%,-0.2,4091.2000000000003,40912000,1.0228000000000002,-91.20000000000027,-10228000
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,-30%,-0.3,3579.7999999999997,35798000,0.8949499999999999,420.2000000000003,-15342000
2024-11-01,2024,11,November,SKU07,Product C,Drink,Chocolate,Large,Box,Jakarta,5114,51140000,4000,10000,Base,0,5114,51140000,1.2785,-1114,0
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,+10%,0.1,5196.4000000000005,51964000.00000001,0.8660666666666668,803.5999999999995,4724000.000000007
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,+20%,0.2,5668.8,56688000,0.9448000000000001,331.1999999999998,9448000
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,+30%,0.3,6141.2,61412000,1.0235333333333334,-141.19999999999982,14172000
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,-10%,-0.1,4251.6,42516000,0.7086,1748.3999999999996,-4724000
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,-20%,-0.2,3779.2000000000003,37792000,0.6298666666666667,2220.7999999999997,-9448000
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,-30%,-0.3,3306.7999999999997,33067999.999999996,0.5511333333333333,2693.2000000000003,-14172000.000000004
2024-11-01,2024,11,November,SKU08,Product C,Drink,Original,Large,Bottle,Bandung,4724,47240000,6000,10000,Base,0,4724,47240000,0.7873333333333333,1276,0
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,+10%,0.1,2414.5,18108750,0.40241666666666664,3585.5,1646250
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,+20%,0.2,2634,19755000,0.439,3366,3292500
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,+30%,0.3,2853.5,21401250,0.47558333333333336,3146.5,4938750
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,-10%,-0.1,1975.5,14816250,0.32925,4024.5,-1646250
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,-20%,-0.2,1756,13170000,0.2926666666666667,4244,-3292500
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,-30%,-0.3,1536.5,11523750,0.25608333333333333,4463.5,-4938750
2024-11-01,2024,11,November,SKU09,Product C,Drink,Vanilla,Medium,Bottle,Bandung,2195,16462500,6000,7500,Base,0,2195,16462500,0.36583333333333334,3805,0
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,+10%,0.1,7100.500000000001,106507500.00000001,1.1834166666666668,-1100.500000000001,9682500.000000015
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,+20%,0.2,7746,116190000,1.291,-1746,19365000
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,+30%,0.3,8391.5,125872500,1.3985833333333333,-2391.5,29047500
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,-10%,-0.1,5809.5,87142500,0.96825,190.5,-9682500
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,-20%,-0.2,5164,77460000,0.8606666666666667,836,-19365000
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,-30%,-0.3,4518.5,67777500,0.7530833333333333,1481.5,-29047500
2024-11-01,2024,11,November,SKU10,Product C,Drink,Chocolate,Large,Bottle,Bandung,6455,96825000,6000,15000,Base,0,6455,96825000,1.0758333333333334,-455,0
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,+10%,0.1,5142.5,25712500,1.0285,-142.5,2337500
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,+20%,0.2,5610,28050000,1.122,-610,4675000
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,+30%,0.3,6077.5,30387500,1.2155,-1077.5,7012500
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,-10%,-0.1,4207.5,21037500,0.8415,792.5,-2337500
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,-20%,-0.2,3740,18700000,0.748,1260,-4675000
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,-30%,-0.3,3272.5,16362500,0.6545,1727.5,-7012500
2024-11-01,2024,11,November,SKU11,Product C,Drink,Vanilla,Medium,Box,Bandung,4675,23375000,5000,5000,Base,0,4675,23375000,0.935,325,0
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,+10%,0.1,2591.6000000000004,38874000.00000001,0.6479000000000001,1408.3999999999996,3534000.0000000075
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,+20%,0.2,2827.2,42408000,0.7068,1172.8000000000002,7068000
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,+30%,0.3,3062.8,45942000,0.7657,937.1999999999998,10602000
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,-10%,-0.1,2120.4,31806000,0.5301,1879.6,-3534000
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,-20%,-0.2,1884.8000000000002,28272000.000000004,0.47120000000000006,2115.2,-7067999.999999996
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,-30%,-0.3,1649.1999999999998,24737999.999999996,0.41229999999999994,2350.8,-10602000.000000004
2024-11-01,2024,11,November,SKU12,Product C,Drink,Berry,Small,Bottle,Jakarta,2356,35340000,4000,15000,Base,0,2356,35340000,0.589,1644,0
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,+10%,0.1,2478.3,37174500,0.41305000000000003,3521.7,3379500
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,+20%,0.2,2703.6,40554000,0.4506,3296.4,6759000
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,+30%,0.3,2928.9,43933500,0.48815000000000003,3071.1,10138500
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,-10%,-0.1,2027.7,30415500,0.33795000000000003,3972.3,-3379500
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,-20%,-0.2,1802.4,27036000,0.3004,4197.6,-6759000
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,-30%,-0.3,1577.1,23656500,0.26285,4422.9,-10138500
2024-12-01,2024,12,December,SKU01,Product D,Drink,Berry,Small,Box,Jakarta,2253,33795000,6000,15000,Base,0,2253,33795000,0.3755,3747,0
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,+10%,0.1,5901.500000000001,44261250.00000001,1.4753750000000003,-1901.500000000001,4023750.0000000075
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,+20%,0.2,6438,48285000,1.6095,-2438,8047500
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,+30%,0.3,6974.5,52308750,1.743625,-2974.5,12071250
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,-10%,-0.1,4828.5,36213750,1.207125,-828.5,-4023750
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,-20%,-0.2,4292,32190000,1.073,-292,-8047500
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,-30%,-0.3,3755.4999999999995,28166249.999999996,0.9388749999999999,244.50000000000045,-12071250.000000004
2024-12-01,2024,12,December,SKU02,Product D,Drink,Berry,Medium,Box,Bandung,5365,40237500,4000,7500,Base,0,5365,40237500,1.34125,-1365,0
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,+10%,0.1,4205.3,42053000,0.7008833333333334,1794.6999999999998,3823000
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,+20%,0.2,4587.5999999999995,45875999.99999999,0.7646,1412.4000000000005,7645999.999999993
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,+30%,0.3,4969.9000000000005,49699000.00000001,0.8283166666666668,1030.0999999999995,11469000.000000007
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,-10%,-0.1,3440.7000000000003,34407000,0.57345,2559.2999999999997,-3823000
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,-20%,-0.2,3058.4,30584000,0.5097333333333334,2941.6,-7646000
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,-30%,-0.3,2676.1,26761000,0.4460166666666667,3323.9,-11469000
2024-12-01,2024,12,December,SKU03,Product D,Drink,Original,Large,Box,Jakarta,3823,38230000,6000,10000,Base,0,3823,38230000,0.6371666666666667,2177,0
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,+10%,0.1,2142.8,21428000,0.5357000000000001,1857.1999999999998,1948000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,+20%,0.2,2337.6,23376000,0.5844,1662.4,3896000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,+30%,0.3,2532.4,25324000,0.6331,1467.6,5844000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,-10%,-0.1,1753.2,17532000,0.4383,2246.8,-1948000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,-20%,-0.2,1558.4,15584000,0.3896,2441.6,-3896000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,-30%,-0.3,1363.6,13636000,0.3409,2636.4,-5844000
2024-12-01,2024,12,December,SKU04,Product D,Drink,Berry,Large,Bottle,Bandung,1948,19480000,4000,10000,Base,0,1948,19480000,0.487,2052,0
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,+10%,0.1,6549.4000000000005,98241000.00000001,1.0915666666666668,-549.4000000000005,8931000.000000015
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,+20%,0.2,7144.8,107172000,1.1908,-1144.8000000000002,17862000
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,+30%,0.3,7740.2,116103000,1.2900333333333334,-1740.1999999999998,26793000
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,-10%,-0.1,5358.6,80379000,0.8931000000000001,641.3999999999996,-8931000
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,-20%,-0.2,4763.2,71448000,0.7938666666666666,1236.8000000000002,-17862000
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,-30%,-0.3,4167.8,62517000,0.6946333333333333,1832.1999999999998,-26793000
2024-12-01,2024,12,December,SKU05,Product D,Drink,Vanilla,Small,Box,Bandung,5954,89310000,6000,15000,Base,0,5954,89310000,0.9923333333333333,46,0
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,+10%,0.1,5199.700000000001,25998500.000000004,1.2999250000000002,-1199.7000000000007,2363500.0000000037
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,+20%,0.2,5672.4,28362000,1.4181,-1672.3999999999996,4727000
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,+30%,0.3,6145.1,30725500,1.536275,-2145.1000000000004,7090500
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,-10%,-0.1,4254.3,21271500,1.063575,-254.30000000000018,-2363500
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,-20%,-0.2,3781.6000000000004,18908000,0.9454000000000001,218.39999999999964,-4727000
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,-30%,-0.3,3308.8999999999996,16544499.999999998,0.8272249999999999,691.1000000000004,-7090500.000000002
2024-12-01,2024,12,December,SKU06,Product D,Drink,Chocolate,Medium,Bottle,Bandung,4727,23635000,4000,5000,Base,0,4727,23635000,1.18175,-727,0
2024-12-01,2024,12,December,SKU07,Product D,Drink,Chocolate,Small,Bottle,Jakarta,793,3965000,5000,5000,+10%,0.1,872.3000000000001,4361500,0.17446,4127.7,396500
2024-12-01,2024,12,December,SKU07,Product D,Drink,Chocolate,Small,Bottle,Jakarta,793,3965000,5000,5000,+20%,0.2,951.5999999999999,4758000,0.19032,4048.4,793000
2024-12-01,2024,12,December,SKU07,Product D,Drink,Chocolate,Small,Bottle,Jakarta,793,3965000,5000,5000,+30%,0.3,1030.9,5154500,0.20618000000000003,3969.1,1189500
